24:d3:f2:a7:b3:cd,b4:74:9f:ba:83:34,b0:89:00:74:7c:84,9c:d6:43:cb:23:c0,30:99:35:90:32:9f,44:fb:5a:d2:d0:61,d8:0d:17:db:be:92,10:10:81:ad:c4:92,f4:e3:fb:90:3a:a8,indoor,roomNum
-100,-100,-100,-81,-100,-100,-55,-61,-80,1,3
-100,-100,-84,-100,-79,-100,-100,-66,-85,1,3
-100,-100,-78,-100,-78,-100,-62,-67,-84,1,3
-100,-100,-82,-78,-100,-100,-51,-62,-85,1,3
-100,-100,-82,-78,-100,-86,-42,-58,-100,1,3
-100,-100,-80,-74,-100,-100,-45,-65,-100,1,3
-100,-100,-77,-100,-100,-100,-45,-75,-100,1,3
-100,-92,-77,-70,-100,-100,-45,-65,-100,1,3
-100,-100,-78,-71,-100,-100,-45,-65,-100,1,3
-100,-100,-79,-72,-100,-100,-45,-66,-88,1,3
-100,-91,-77,-70,-100,-100,-45,-65,-100,1,3
-100,-89,-77,-85,-100,-100,-48,-66,-100,1,3
-100,-90,-81,-72,-100,-100,-45,-65,-100,1,3
-100,-95,-78,-72,-87,-100,-45,-100,-88,1,3
-100,-93,-78,-72,-100,-100,-45,-61,-88,1,3
-100,-100,-81,-74,-88,-100,-45,-66,-89,1,3
-100,-91,-81,-72,-100,-100,-45,-59,-88,1,3
-100,-100,-78,-72,-100,-100,-45,-59,-88,1,3
-100,-100,-77,-71,-100,-100,-45,-60,-88,1,3
-100,-93,-78,-72,-100,-100,-45,-65,-87,1,3
-100,-100,-78,-74,-100,-100,-45,-60,-87,1,3
-100,-100,-78,-71,-100,-100,-45,-65,-100,1,3
-100,-100,-81,-100,-100,-100,-46,-61,-100,1,3
-100,-100,-79,-73,-100,-100,-45,-60,-86,1,3
-100,-100,-85,-70,-94,-86,-51,-67,-77,1,3
-100,-100,-100,-72,-100,-100,-54,-68,-77,1,3
-100,-100,-83,-72,-93,-100,-52,-66,-89,1,3
-100,-100,-82,-71,-100,-100,-46,-66,-78,1,3
-100,-100,-82,-71,-100,-90,-49,-66,-77,1,3
-85,-100,-84,-70,-81,-100,-51,-68,-87,1,3
-100,-100,-80,-71,-100,-88,-47,-65,-82,1,3
-100,-100,-84,-72,-100,-100,-53,-67,-79,1,3
-100,-100,-84,-71,-82,-100,-47,-67,-77,1,3
-85,-100,-83,-72,-81,-100,-46,-66,-77,1,3
-100,-100,-100,-70,-100,-100,-51,-66,-77,1,3
-100,-100,-83,-75,-100,-100,-48,-67,-80,1,3
-100,-100,-82,-71,-93,-100,-48,-67,-91,1,3
-81,-100,-81,-71,-100,-100,-52,-71,-80,1,3
-100,-100,-82,-74,-100,-100,-53,-68,-80,1,3
-100,-100,-82,-100,-100,-100,-50,-67,-78,1,3
-100,-100,-80,-68,-82,-100,-51,-68,-85,1,3
-100,-100,-79,-69,-100,-100,-52,-68,-78,1,3
-100,-100,-83,-74,-100,-100,-46,-67,-100,1,3
-100,-100,-85,-73,-100,-100,-57,-74,-78,1,3
-100,-100,-80,-75,-92,-100,-100,-65,-78,1,3
-100,-100,-80,-69,-92,-100,-57,-65,-78,1,3
-100,-100,-80,-81,-100,-89,-57,-65,-84,1,3
-100,-100,-79,-74,-100,-100,-66,-100,-100,1,3
-100,-100,-80,-73,-80,-83,-56,-100,-77,1,3
-100,-100,-81,-75,-93,-100,-56,-100,-81,1,3
-100,-100,-81,-73,-93,-87,-100,-100,-80,1,3
-100,-100,-81,-74,-92,-86,-57,-60,-76,1,3
-100,-100,-82,-74,-100,-100,-55,-62,-76,1,3
-100,-100,-85,-75,-90,-88,-100,-100,-77,1,3
-100,-100,-82,-74,-92,-87,-60,-59,-76,1,3
-100,-100,-100,-74,-100,-100,-55,-100,-77,1,3
-100,-100,-82,-73,-92,-100,-53,-61,-75,1,3
-92,-100,-80,-74,-92,-100,-100,-62,-76,1,3
-100,-100,-85,-74,-92,-100,-55,-100,-77,1,3
-100,-100,-100,-69,-100,-100,-48,-62,-81,1,3
-100,-100,-84,-77,-94,-100,-100,-100,-80,1,3
-100,-100,-81,-82,-94,-100,-66,-62,-80,1,3
-100,-100,-84,-100,-100,-100,-66,-58,-81,1,3
-100,-100,-82,-75,-93,-100,-100,-58,-79,1,3
-100,-100,-81,-85,-93,-100,-65,-57,-79,1,3
-100,-100,-85,-80,-94,-100,-71,-59,-78,1,3
-100,-100,-81,-88,-94,-100,-100,-58,-78,1,3
-100,-100,-84,-100,-93,-100,-70,-56,-78,1,3
-100,-100,-85,-84,-93,-100,-100,-60,-79,1,3
-100,-100,-84,-83,-95,-100,-66,-59,-78,1,3
-100,-100,-85,-77,-100,-100,-100,-57,-83,1,3
-100,-100,-81,-78,-94,-100,-100,-58,-78,1,3
-100,-100,-79,-81,-93,-100,-100,-59,-78,1,3
-100,-100,-100,-100,-100,-100,-100,-58,-78,1,3
-100,-100,-80,-81,-93,-100,-100,-60,-79,1,3
-100,-100,-82,-81,-100,-100,-100,-100,-79,1,3
-100,-100,-83,-80,-100,-100,-100,-56,-78,1,3
-100,-100,-78,-100,-81,-100,-100,-56,-78,1,3
-100,-100,-78,-76,-94,-100,-63,-57,-81,1,3
-100,-100,-80,-71,-81,-100,-66,-57,-79,1,3
-100,-100,-91,-82,-94,-100,-100,-58,-77,1,3
-100,-100,-76,-80,-100,-100,-100,-58,-78,1,3
-100,-100,-82,-80,-100,-100,-65,-56,-78,1,3
-100,-100,-82,-80,-100,-100,-100,-70,-77,1,3
-100,-100,-100,-83,-93,-100,-64,-57,-81,1,3
-100,-100,-80,-78,-93,-100,-100,-57,-77,1,3
-100,-100,-81,-75,-81,-100,-100,-57,-78,1,3
-100,-100,-81,-100,-100,-100,-100,-60,-78,1,3
-100,-100,-77,-78,-100,-100,-100,-60,-78,1,3
-100,-100,-83,-80,-100,-100,-100,-59,-78,1,3
-100,-100,-89,-67,-100,-78,-43,-64,-74,1,3
-100,-100,-72,-67,-90,-100,-46,-70,-79,1,3
-100,-100,-72,-100,-100,-100,-46,-69,-100,1,3
-100,-100,-82,-80,-100,-100,-55,-61,-83,1,3
-100,-100,-100,-100,-100,-100,-54,-62,-82,1,3
-100,-100,-79,-70,-100,-100,-56,-60,-79,1,3
-100,-100,-100,-71,-100,-100,-57,-62,-81,1,3
-100,-100,-100,-100,-100,-100,-55,-61,-81,1,3
-100,-100,-79,-70,-100,-100,-55,-100,-79,1,3
-100,-100,-79,-70,-100,-100,-57,-72,-79,1,3
-100,-100,-77,-71,-100,-100,-55,-71,-79,1,3
-100,-100,-79,-70,-100,-100,-55,-58,-79,1,3
-100,-100,-76,-73,-100,-100,-55,-72,-79,1,3
-100,-100,-72,-71,-100,-100,-59,-62,-79,1,3
-100,-100,-79,-70,-100,-100,-55,-62,-79,1,3
-100,-100,-72,-70,-100,-100,-51,-60,-78,1,3
-100,-100,-78,-70,-100,-100,-59,-62,-79,1,3
-100,-100,-78,-72,-100,-100,-56,-62,-79,1,3
-100,-100,-79,-72,-100,-100,-55,-62,-80,1,3
-100,-100,-79,-71,-100,-100,-55,-59,-79,1,3
-100,-100,-79,-100,-100,-100,-52,-72,-79,1,3
-100,-100,-79,-71,-100,-100,-55,-57,-79,1,3
-100,-100,-82,-71,-100,-100,-58,-61,-79,1,3
-100,-100,-79,-78,-89,-100,-56,-61,-79,1,3
-100,-100,-79,-71,-89,-100,-56,-62,-80,1,3
-100,-100,-82,-72,-91,-100,-54,-57,-80,1,3
-100,-100,-79,-71,-100,-100,-55,-71,-81,1,3
-100,-100,-79,-71,-89,-100,-55,-61,-100,1,3
-100,-100,-79,-71,-89,-100,-55,-72,-79,1,3
-100,-100,-78,-74,-100,-100,-55,-100,-81,1,3
-100,-100,-78,-75,-100,-100,-56,-56,-81,1,3
-100,-100,-80,-75,-100,-100,-57,-59,-81,1,3
-100,-100,-80,-71,-100,-90,-57,-72,-93,1,3
-100,-100,-78,-72,-100,-100,-56,-57,-83,1,3
-100,-100,-79,-75,-100,-94,-58,-58,-81,1,3
-100,-100,-79,-71,-87,-92,-56,-60,-81,1,3
-100,-100,-79,-100,-86,-100,-55,-57,-91,1,3
-100,-100,-92,-100,-100,-100,-55,-61,-83,1,3
-85,-100,-72,-100,-93,-100,-46,-68,-90,1,3
-100,-100,-80,-81,-90,-100,-51,-100,-87,1,3
-100,-100,-77,-100,-100,-100,-43,-58,-100,1,3
-100,-100,-76,-81,-100,-100,-44,-65,-83,1,3
-100,-100,-74,-77,-100,-100,-54,-57,-75,1,3
-100,-100,-75,-61,-100,-100,-54,-60,-79,1,3
-100,-100,-75,-100,-100,-100,-55,-60,-79,1,3
-100,-100,-78,-65,-88,-100,-52,-57,-75,1,3
-100,-100,-77,-63,-100,-100,-53,-74,-100,1,3
-100,-100,-74,-64,-100,-100,-54,-73,-74,1,3
-100,-100,-74,-65,-100,-100,-53,-73,-75,1,3
-100,-100,-75,-69,-100,-100,-52,-54,-75,1,3
-100,-100,-75,-64,-100,-100,-54,-59,-80,1,3
-100,-100,-77,-63,-100,-100,-51,-63,-79,1,3
-100,-100,-69,-68,-75,-84,-53,-60,-75,1,3
-100,-100,-75,-67,-100,-100,-51,-100,-78,1,3
-100,-100,-76,-68,-100,-100,-51,-60,-75,1,3
-100,-100,-74,-70,-77,-100,-51,-72,-74,1,3
-100,-100,-100,-68,-77,-100,-53,-57,-77,1,3
-100,-100,-76,-84,-79,-83,-50,-57,-73,1,3
-100,-100,-100,-78,-93,-100,-48,-77,-100,1,3
-88,-100,-80,-60,-100,-100,-53,-65,-74,1,3
-100,-100,-80,-61,-100,-100,-56,-63,-70,1,3
-100,-92,-79,-61,-100,-100,-53,-68,-71,1,3
-100,-100,-81,-61,-100,-100,-53,-63,-71,1,3
-100,-100,-100,-61,-100,-100,-55,-66,-74,1,3
-100,-91,-100,-63,-100,-100,-53,-76,-70,1,3
-100,-100,-78,-64,-100,-85,-53,-77,-74,1,3
-100,-100,-100,-59,-83,-100,-53,-66,-74,1,3
-100,-100,-100,-61,-100,-100,-54,-66,-75,1,3
-100,-100,-80,-72,-100,-85,-54,-66,-74,1,3
-90,-94,-81,-61,-84,-100,-54,-65,-71,1,3
-100,-100,-81,-62,-100,-100,-53,-66,-72,1,3
-100,-100,-100,-70,-100,-100,-54,-100,-71,1,3
-100,-100,-82,-60,-100,-100,-55,-65,-80,1,3
-100,-100,-100,-60,-100,-100,-54,-68,-74,1,3
-100,-100,-81,-61,-100,-100,-54,-67,-72,1,3
-100,-100,-85,-62,-100,-100,-50,-76,-72,1,3
-100,-100,-100,-78,-100,-100,-79,-24,-100,0,3
-100,-100,-100,-100,-72,-78,-79,-24,-100,0,3
-100,-100,-73,-75,-100,-100,-45,-45,-85,1,3
-100,-100,-81,-64,-100,-100,-59,-68,-75,1,3
-100,-100,-79,-67,-100,-100,-100,-100,-79,1,3
-100,-100,-100,-63,-100,-100,-100,-100,-76,1,3
-100,-100,-78,-62,-100,-100,-100,-76,-100,1,3
-100,-100,-76,-68,-100,-100,-62,-63,-77,1,3
-100,-100,-83,-75,-100,-100,-60,-100,-78,1,3
-100,-100,-82,-62,-100,-100,-67,-100,-82,1,3
-91,-100,-80,-62,-81,-100,-61,-100,-80,1,3
-100,-100,-80,-69,-100,-100,-65,-70,-75,1,3
-100,-100,-79,-68,-100,-100,-62,-70,-90,1,3
-100,-100,-78,-65,-100,-100,-64,-70,-80,1,3
-100,-100,-78,-66,-100,-100,-62,-100,-100,1,3
-100,-100,-81,-63,-82,-100,-62,-65,-78,1,3
-100,-92,-81,-65,-100,-100,-63,-100,-82,1,3
-100,-100,-79,-64,-100,-85,-62,-68,-87,1,3
-91,-100,-81,-63,-100,-100,-65,-76,-79,1,3
-100,-100,-81,-65,-100,-100,-62,-100,-79,1,3
-100,-100,-80,-65,-100,-84,-100,-75,-76,1,3
-100,-100,-81,-63,-100,-100,-61,-68,-83,1,3
-100,-91,-80,-63,-82,-100,-60,-100,-78,1,3
-100,-100,-79,-67,-100,-100,-58,-100,-76,1,3
-100,-100,-86,-62,-100,-100,-75,-59,-81,1,3
-100,-100,-89,-69,-100,-100,-66,-67,-87,1,3
-100,-100,-86,-76,-100,-100,-100,-64,-83,1,3
-100,-100,-85,-75,-100,-100,-62,-63,-83,1,3
-100,-100,-87,-76,-100,-100,-61,-78,-100,1,3
-100,-100,-85,-76,-100,-100,-63,-100,-85,1,3
-100,-100,-100,-100,-100,-100,-67,-64,-80,1,3
-100,-100,-86,-76,-100,-100,-66,-66,-100,1,3
-100,-100,-85,-75,-100,-100,-71,-65,-85,1,3
-100,-100,-87,-76,-100,-100,-64,-65,-80,1,3
-100,-100,-88,-81,-100,-100,-63,-65,-82,1,3
-100,-100,-84,-73,-100,-100,-69,-64,-82,1,3
-100,-100,-85,-100,-100,-100,-63,-65,-81,1,3
-100,-100,-85,-75,-100,-100,-69,-61,-81,1,3
-100,-100,-84,-74,-100,-100,-63,-62,-82,1,3
-100,-100,-91,-69,-100,-100,-100,-78,-85,1,3
-100,-100,-88,-77,-100,-100,-64,-79,-83,1,3
-100,-100,-86,-75,-100,-100,-61,-63,-82,1,3
-89,-100,-83,-75,-100,-100,-60,-62,-84,1,3
-100,-100,-86,-73,-100,-100,-70,-63,-100,1,3
-100,-100,-82,-76,-100,-100,-65,-63,-88,1,3
-100,-94,-100,-78,-100,-100,-62,-61,-84,1,3
-100,-100,-85,-100,-100,-100,-70,-100,-86,1,3
-100,-100,-89,-85,-100,-100,-61,-64,-82,1,3
-100,-100,-90,-75,-100,-100,-60,-100,-81,1,3
-100,-100,-89,-77,-100,-100,-69,-62,-83,1,3
-100,-91,-86,-75,-100,-100,-67,-63,-85,1,3
-100,-100,-87,-78,-100,-100,-60,-64,-82,1,3
-100,-100,-86,-74,-100,-100,-61,-100,-100,1,3
-100,-100,-83,-100,-100,-100,-45,-77,-100,1,3
-100,-100,-80,-79,-100,-100,-54,-58,-80,1,3
-100,-100,-75,-76,-92,-100,-55,-77,-91,1,3
-91,-100,-75,-67,-100,-100,-54,-78,-100,1,3
-100,-100,-78,-65,-85,-100,-57,-71,-84,1,3
-89,-100,-75,-78,-100,-100,-56,-100,-89,1,3
-100,-100,-75,-66,-100,-100,-56,-79,-88,1,3
-89,-100,-76,-67,-85,-100,-56,-78,-100,1,3
-100,-100,-77,-100,-100,-100,-53,-100,-100,1,3
-88,-100,-75,-66,-100,-100,-53,-69,-87,1,3
-89,-100,-78,-70,-92,-100,-55,-78,-100,1,3
-100,-100,-75,-68,-92,-100,-55,-69,-100,1,3
-90,-100,-75,-68,-100,-100,-100,-100,-100,1,3
-89,-100,-75,-66,-92,-100,-100,-100,-91,1,3
-100,-100,-100,-67,-100,-100,-52,-69,-88,1,3
-100,-100,-75,-67,-100,-94,-53,-100,-100,1,3
-100,-100,-74,-67,-84,-94,-53,-69,-88,1,3
-100,-100,-74,-67,-100,-100,-100,-78,-91,1,3
-91,-100,-77,-66,-86,-100,-100,-70,-89,1,3
-100,-100,-73,-76,-95,-85,-55,-53,-79,1,3
-100,-100,-100,-100,-100,-100,-76,-75,-100,0,3
-100,-100,-100,-100,-100,-100,-88,-69,-100,0,3
-100,-100,-100,-100,-100,-100,-100,-69,-100,0,3
-100,-100,-100,-100,-100,-100,-85,-100,-100,0,3
-100,-100,-100,-100,-100,-100,-90,-70,-100,0,3
-100,-100,-100,-100,-100,-100,-86,-71,-100,0,3
-100,-100,-100,-100,-100,-100,-100,-72,-100,0,3
-100,-100,-100,-100,-100,-100,-100,-67,-100,0,3
-100,-100,-100,-100,-100,-100,-85,-100,-100,0,3
-100,-100,-100,-100,-92,-100,-100,-70,-100,0,3
-100,-100,-100,-100,-77,-100,-62,-59,-100,0,3
-100,-100,-89,-100,-100,-100,-76,-70,-100,0,3
-100,-100,-81,-71,-100,-100,-47,-65,-80,1,3
-100,-100,-80,-71,-100,-100,-47,-68,-77,1,3
-100,-100,-81,-74,-83,-88,-47,-66,-75,1,3
-100,-93,-83,-83,-100,-100,-47,-66,-76,1,3
-100,-100,-81,-100,-100,-100,-47,-66,-76,1,3
-100,-100,-82,-81,-82,-100,-47,-74,-88,1,3
-100,-100,-83,-73,-100,-100,-47,-65,-79,1,3
-100,-91,-80,-73,-100,-100,-46,-66,-76,1,3
-84,-100,-82,-71,-100,-87,-47,-66,-79,1,3
-100,-100,-81,-71,-100,-83,-47,-66,-76,1,3
-100,-100,-83,-71,-100,-100,-47,-67,-78,1,3
-100,-100,-81,-81,-94,-84,-51,-66,-76,1,3
-100,-93,-80,-72,-82,-88,-47,-65,-76,1,3
-100,-100,-77,-66,-100,-100,-47,-65,-78,1,3
-100,-100,-100,-100,-71,-100,-100,-43,-100,0,3
-100,-100,-100,-100,-77,-100,-100,-41,-100,0,3
-79,-100,-100,-100,-78,-100,-77,-37,-100,0,3
-78,-100,-100,-100,-100,-100,-83,-43,-100,0,3
-100,-100,-100,-85,-77,-100,-83,-36,-100,0,3
-81,-100,-100,-84,-78,-100,-82,-36,-100,0,3
-84,-100,-100,-83,-78,-100,-82,-36,-100,0,3
-84,-100,-100,-100,-79,-100,-100,-37,-100,0,3
-85,-100,-100,-100,-79,-100,-83,-37,-100,0,3
-100,-100,-100,-100,-79,-100,-100,-36,-100,0,3
-79,-100,-100,-100,-100,-100,-100,-36,-100,0,3
-84,-100,-100,-84,-79,-100,-80,-37,-100,0,3
-87,-100,-100,-100,-100,-100,-100,-36,-100,0,3
-100,-100,-100,-100,-80,-100,-100,-39,-100,0,3
-81,-100,-100,-100,-79,-100,-100,-36,-100,0,3
-86,-100,-100,-100,-82,-100,-81,-37,-100,0,3
-100,-100,-100,-83,-100,-100,-83,-37,-100,0,3
-85,-100,-100,-84,-100,-100,-80,-37,-100,0,3
-83,-100,-100,-85,-100,-100,-79,-37,-100,0,3
-85,-100,-100,-100,-90,-100,-77,-37,-100,0,3
-100,-100,-100,-83,-100,-100,-81,-37,-100,0,3
-100,-100,-100,-83,-79,-100,-79,-37,-100,0,3
-82,-100,-100,-84,-100,-100,-80,-37,-100,0,3
-87,-100,-100,-100,-100,-100,-79,-37,-100,0,3
-100,-100,-100,-100,-81,-100,-100,-37,-100,0,3
-84,-100,-100,-100,-79,-100,-80,-37,-100,0,3
-100,-100,-100,-100,-83,-100,-83,-25,-100,0,3
-100,-100,-100,-100,-82,-100,-100,-27,-100,0,3
-87,-100,-100,-100,-100,-100,-85,-27,-100,0,3
-100,-100,-100,-100,-81,-100,-88,-27,-100,0,3
-100,-100,-100,-100,-84,-100,-87,-27,-100,0,3
-100,-100,-100,-100,-82,-100,-100,-29,-100,0,3
-100,-100,-100,-89,-100,-100,-100,-29,-100,0,3
-100,-100,-100,-100,-80,-100,-86,-28,-100,0,3
-100,-100,-100,-100,-100,-100,-100,-29,-100,0,3
-100,-100,-100,-87,-82,-100,-100,-28,-100,0,3
-100,-100,-100,-89,-100,-100,-100,-28,-100,0,3
-100,-100,-100,-100,-80,-100,-100,-40,-100,0,3
-100,-100,-100,-100,-100,-100,-100,-29,-100,0,3
-100,-100,-100,-100,-100,-100,-100,-29,-100,0,3
-100,-100,-100,-100,-82,-100,-100,-29,-100,0,3
-100,-100,-100,-100,-79,-100,-100,-29,-100,0,3
-87,-100,-100,-100,-81,-100,-86,-28,-100,0,3
-87,-100,-100,-100,-82,-100,-83,-28,-100,0,3
-87,-100,-100,-100,-100,-100,-100,-28,-100,0,3
-100,-100,-100,-100,-81,-100,-100,-31,-100,0,3
-83,-100,-100,-79,-100,-100,-100,-48,-100,0,3
-100,-100,-100,-100,-100,-100,-80,-56,-93,0,3
-77,-100,-100,-100,-83,-100,-81,-56,-100,0,3
-100,-100,-100,-85,-100,-100,-100,-56,-100,0,3
-75,-100,-100,-100,-100,-100,-82,-55,-94,0,3
-81,-100,-100,-89,-100,-100,-100,-56,-87,0,3
-77,-100,-100,-86,-93,-100,-100,-57,-100,0,3
-100,-100,-100,-100,-79,-87,-100,-55,-100,0,3
-81,-100,-100,-100,-100,-100,-100,-55,-100,0,3
-81,-100,-100,-100,-100,-100,-80,-54,-100,0,3
-100,-100,-100,-100,-80,-100,-100,-56,-100,0,3
-100,-100,-100,-100,-80,-88,-100,-54,-100,0,3
-100,-100,-100,-100,-100,-100,-100,-54,-100,0,3
-81,-100,-100,-86,-90,-100,-76,-56,-100,0,3
-74,-100,-100,-100,-82,-100,-100,-45,-100,0,3
-100,-100,-88,-100,-100,-100,-78,-63,-89,0,3
-100,-100,-100,-100,-100,-100,-77,-61,-92,0,3
-100,-100,-100,-100,-100,-90,-74,-62,-100,0,3
-100,-100,-88,-100,-87,-100,-77,-60,-90,0,3
-100,-100,-100,-100,-84,-100,-71,-60,-100,0,3
-100,-100,-100,-100,-100,-91,-75,-61,-100,0,3
-100,-100,-100,-100,-100,-100,-78,-60,-91,0,3
-100,-100,-85,-85,-100,-100,-76,-58,-93,0,3
-100,-100,-84,-100,-100,-100,-74,-59,-92,0,3
-100,-100,-84,-100,-93,-100,-68,-58,-100,0,3
-100,-100,-83,-100,-100,-100,-73,-58,-91,0,3
-100,-100,-100,-100,-82,-100,-71,-58,-90,0,3
-100,-100,-83,-100,-100,-100,-73,-59,-91,0,3
-100,-100,-83,-100,-100,-100,-77,-57,-90,0,3
-100,-100,-100,-100,-100,-100,-77,-59,-100,0,3
-100,-100,-85,-100,-100,-100,-74,-59,-91,0,3
-100,-100,-100,-90,-100,-100,-79,-57,-100,0,3
-85,-100,-84,-100,-82,-100,-74,-58,-100,0,3
-100,-100,-84,-100,-82,-100,-77,-59,-100,0,3
-100,-100,-100,-78,-100,-100,-100,-46,-85,0,3
-100,-100,-100,-100,-70,-100,-75,-47,-100,0,3
-100,-100,-100,-100,-86,-100,-72,-47,-100,0,3
-100,-100,-100,-100,-72,-100,-72,-48,-100,0,3
-100,-100,-100,-100,-73,-100,-73,-46,-100,0,3
-86,-100,-100,-100,-70,-100,-100,-47,-100,0,3
-100,-100,-100,-100,-100,-100,-72,-48,-100,0,3
-100,-100,-100,-100,-85,-100,-100,-47,-100,0,3
-100,-100,-100,-100,-85,-100,-71,-47,-100,0,3
-100,-100,-100,-84,-72,-100,-74,-47,-100,0,3
-100,-100,-100,-100,-72,-100,-75,-46,-100,0,3
-100,-100,-100,-85,-84,-100,-74,-49,-100,0,3
-87,-100,-100,-100,-74,-100,-76,-48,-100,0,3
-100,-100,-100,-100,-74,-100,-78,-49,-100,0,3
-100,-100,-100,-100,-73,-100,-100,-49,-92,0,3
-100,-100,-100,-100,-85,-100,-100,-48,-100,0,3
-100,-100,-100,-100,-83,-100,-100,-48,-100,0,3
-100,-100,-100,-100,-83,-83,-77,-44,-100,0,3
-100,-100,-100,-100,-100,-92,-88,-54,-100,0,3
-100,-100,-100,-86,-100,-83,-83,-44,-100,0,3
-79,-100,-100,-100,-86,-100,-100,-50,-100,0,3
-74,-100,-100,-100,-76,-78,-100,-50,-100,0,3
-78,-100,-100,-100,-76,-79,-100,-49,-100,0,3
-100,-100,-100,-100,-100,-100,-74,-51,-100,0,3
-77,-100,-100,-100,-88,-80,-79,-50,-100,0,3
-77,-100,-100,-100,-100,-100,-85,-50,-100,0,3
-76,-100,-100,-100,-87,-80,-100,-50,-100,0,3
-78,-100,-100,-100,-89,-78,-100,-50,-100,0,3
-78,-100,-100,-100,-100,-100,-100,-59,-100,0,3
-77,-100,-100,-100,-100,-80,-79,-50,-100,0,3
-76,-100,-100,-100,-100,-100,-100,-46,-100,0,3
-100,-100,-83,-87,-92,-100,-76,-60,-100,0,3
-100,-100,-85,-86,-100,-100,-75,-59,-100,0,3
-100,-100,-100,-100,-100,-100,-100,-59,-100,0,3
-100,-100,-87,-100,-100,-100,-76,-59,-88,0,3
-100,-100,-89,-100,-100,-100,-100,-59,-100,0,3
-100,-100,-86,-100,-100,-100,-100,-59,-89,0,3
-100,-100,-87,-100,-92,-100,-74,-65,-100,0,3
-75,-100,-100,-100,-79,-100,-100,-62,-100,0,3
-100,-100,-100,-100,-75,-100,-83,-46,-89,0,3
-100,-100,-100,-100,-89,-100,-100,-47,-91,0,3
-100,-100,-100,-100,-75,-100,-85,-46,-93,0,3
-100,-100,-87,-86,-92,-86,-73,-51,-92,0,3
-78,-100,-100,-100,-100,-100,-100,-63,-100,0,3
-100,-100,-100,-100,-100,-82,-100,-58,-100,0,3
-100,-100,-100,-100,-84,-100,-100,-63,-100,0,3
-100,-100,-94,-100,-100,-100,-100,-62,-100,0,3
-100,-100,-100,-100,-100,-100,-100,-59,-100,0,3
-77,-100,-100,-100,-100,-83,-100,-59,-100,0,3
-100,-100,-100,-100,-100,-85,-100,-59,-100,0,3
-100,-100,-100,-100,-100,-87,-100,-66,-100,0,3
-75,-100,-100,-100,-100,-100,-100,-61,-100,0,3
-76,-100,-100,-100,-100,-100,-100,-53,-100,0,3
-100,-100,-100,-100,-100,-100,-100,-64,-100,0,3
-100,-100,-100,-100,-100,-100,-90,-51,-100,0,3
-74,-100,-100,-100,-100,-84,-100,-51,-100,0,3
-78,-100,-100,-100,-100,-84,-100,-51,-100,0,3
-75,-100,-100,-100,-81,-100,-87,-52,-100,0,3
-74,-100,-100,-100,-100,-100,-100,-51,-100,0,3
-74,-100,-100,-100,-82,-100,-100,-51,-100,0,3
-100,-100,-100,-100,-82,-100,-100,-53,-100,0,3
-76,-100,-100,-100,-81,-100,-100,-50,-100,0,3
-100,-100,-100,-100,-100,-100,-100,-100,-100,0,3
-74,-100,-100,-100,-100,-85,-100,-51,-100,0,3
-73,-100,-100,-100,-81,-85,-100,-51,-100,0,3
-75,-100,-100,-100,-100,-100,-91,-52,-100,0,3
-100,-100,-100,-100,-84,-100,-100,-51,-100,0,3
-73,-100,-100,-100,-100,-100,-100,-51,-100,0,3
-75,-100,-100,-100,-80,-100,-100,-51,-100,0,3
-76,-100,-100,-100,-100,-100,-100,-51,-100,0,3
-72,-100,-100,-87,-74,-100,-100,-47,-100,0,3
-100,-100,-100,-100,-100,-100,-100,-44,-100,0,3
-100,-100,-100,-100,-73,-100,-100,-44,-100,0,3
-100,-100,-100,-100,-100,-83,-100,-44,-100,0,3
-72,-100,-100,-100,-74,-100,-100,-43,-100,0,3
-100,-100,-100,-100,-100,-78,-100,-44,-100,0,3
-100,-100,-100,-100,-73,-100,-100,-43,-100,0,3
-100,-100,-100,-100,-86,-100,-100,-43,-100,0,3
-72,-100,-100,-100,-100,-82,-100,-43,-100,0,3
-72,-100,-100,-100,-100,-100,-100,-44,-100,0,3
-100,-100,-100,-100,-74,-100,-100,-43,-100,0,3
-100,-100,-100,-85,-79,-78,-76,-43,-100,0,3
-100,-100,-100,-77,-100,-100,-70,-49,-100,0,3
-100,-100,-100,-100,-76,-100,-75,-49,-100,0,3
-100,-100,-92,-100,-85,-100,-53,-39,-87,0,3
-100,-100,-100,-83,-75,-72,-68,-46,-100,0,3
-100,-100,-100,-100,-76,-100,-100,-50,-100,0,3
-100,-100,-100,-100,-84,-100,-82,-60,-100,0,3
-100,-100,-100,-100,-81,-100,-100,-60,-100,0,3
-100,-100,-100,-100,-82,-100,-76,-60,-100,0,3
-100,-100,-100,-100,-94,-100,-100,-100,-100,0,3
-100,-100,-100,-100,-100,-100,-100,-60,-100,0,3
-100,-100,-100,-100,-100,-100,-100,-71,-100,0,3
-100,-100,-100,-100,-95,-100,-76,-60,-100,0,3
-100,-100,-100,-100,-78,-100,-78,-58,-100,0,3
-100,-100,-100,-100,-100,-100,-82,-61,-100,0,3
-100,-100,-100,-100,-100,-100,-77,-60,-100,0,3
-100,-100,-100,-100,-84,-100,-100,-61,-100,0,3
-100,-100,-100,-100,-100,-100,-77,-71,-100,0,3
-100,-100,-100,-100,-81,-100,-100,-60,-100,0,3
-100,-100,-100,-100,-100,-100,-100,-60,-100,0,3
