24:d3:f2:a7:b3:cd,b4:74:9f:ba:83:34,b0:89:00:74:7c:84,9c:d6:43:cb:23:c0,30:99:35:90:32:9f,44:fb:5a:d2:d0:61,d8:0d:17:db:be:92,10:10:81:ad:c4:92,f4:e3:fb:90:3a:a8,indoor,roomNum
-100,-100,-100,-75,-100,-100,-42,-60,-77,1,3
-100,-100,-82,-76,-90,-100,-42,-62,-78,1,3
-100,-100,-83,-100,-100,-100,-57,-60,-79,1,3
-100,-100,-86,-100,-100,-100,-42,-61,-100,1,3
-100,-100,-82,-100,-89,-100,-42,-62,-78,1,3
-100,-100,-80,-75,-100,-100,-42,-64,-81,1,3
-100,-100,-100,-100,-100,-100,-42,-63,-100,1,3
-100,-100,-83,-78,-100,-100,-42,-62,-81,1,3
-100,-100,-80,-100,-88,-94,-46,-63,-83,1,3
-100,-100,-100,-80,-100,-100,-42,-62,-100,1,3
-100,-100,-82,-77,-100,-100,-42,-65,-100,1,3
-100,-100,-80,-66,-100,-100,-59,-66,-78,1,3
-100,-100,-100,-100,-79,-100,-58,-59,-80,1,3
-100,-100,-79,-100,-100,-100,-56,-55,-82,1,3
-100,-100,-80,-100,-83,-100,-100,-60,-83,1,3
-100,-100,-100,-78,-100,-100,-48,-64,-81,1,3
-100,-100,-75,-79,-83,-100,-48,-64,-83,1,3
-100,-100,-75,-68,-84,-100,-48,-62,-85,1,3
-100,-100,-75,-73,-82,-100,-51,-63,-83,1,3
-100,-100,-81,-100,-100,-100,-50,-61,-82,1,3
-100,-100,-75,-65,-84,-100,-49,-65,-82,1,3
-100,-100,-76,-65,-100,-100,-51,-62,-80,1,3
-100,-100,-75,-76,-84,-100,-51,-100,-79,1,3
-100,-100,-75,-67,-100,-100,-56,-100,-84,1,3
-100,-100,-79,-66,-92,-100,-100,-100,-81,1,3
-100,-100,-75,-66,-83,-100,-100,-71,-80,1,3
-100,-100,-76,-77,-100,-100,-51,-71,-80,1,3
-100,-100,-77,-100,-89,-100,-51,-66,-82,1,3
-100,-100,-79,-70,-88,-100,-45,-65,-83,1,3
-100,-100,-80,-73,-100,-100,-47,-100,-100,1,3
-100,-100,-79,-78,-78,-100,-47,-100,-85,1,3
-100,-100,-78,-80,-81,-100,-100,-68,-87,1,3
-100,-100,-76,-70,-77,-100,-47,-69,-82,1,3
-100,-100,-82,-100,-74,-100,-53,-75,-100,1,3
-89,-100,-88,-100,-76,-88,-42,-60,-83,1,3
-100,-100,-87,-66,-90,-100,-50,-57,-77,1,3
-100,-100,-87,-77,-90,-100,-48,-57,-79,1,3
-100,-100,-86,-68,-79,-100,-47,-59,-83,1,3
-100,-100,-86,-70,-78,-87,-47,-58,-100,1,3
-100,-100,-100,-77,-93,-100,-47,-70,-83,1,3
-100,-100,-88,-77,-92,-100,-47,-58,-90,1,3
-100,-100,-83,-85,-91,-100,-45,-58,-81,1,3
-100,-100,-83,-67,-90,-100,-46,-58,-100,1,3
-100,-100,-82,-67,-91,-100,-47,-59,-100,1,3
-100,-100,-84,-75,-92,-100,-47,-69,-100,1,3
-100,-100,-82,-70,-90,-100,-47,-58,-83,1,3
-100,-100,-82,-68,-100,-87,-47,-59,-100,1,3
-100,-100,-86,-71,-91,-100,-46,-58,-79,1,3
-100,-100,-84,-72,-74,-89,-56,-56,-78,1,3
-76,-100,-87,-78,-100,-100,-60,-59,-90,1,3
-100,-100,-100,-90,-84,-100,-51,-60,-100,1,3
-88,-100,-100,-83,-84,-100,-50,-59,-100,1,3
-100,-100,-100,-84,-84,-100,-51,-61,-100,1,3
-88,-100,-100,-100,-83,-100,-51,-60,-100,1,3
-75,-100,-100,-94,-100,-100,-50,-61,-100,1,3
-88,-100,-100,-89,-93,-100,-50,-59,-94,1,3
-88,-100,-93,-85,-84,-100,-59,-57,-100,1,3
-88,-100,-100,-100,-84,-100,-59,-58,-93,1,3
-100,-100,-91,-100,-84,-100,-57,-56,-92,1,3
-88,-100,-100,-100,-84,-100,-57,-54,-100,1,3
-100,-100,-91,-93,-84,-100,-57,-56,-100,1,3
-87,-100,-100,-93,-100,-100,-56,-57,-92,1,3
-76,-100,-91,-100,-92,-89,-54,-56,-95,1,3
-88,-100,-100,-85,-100,-100,-56,-58,-93,1,3
-100,-100,-100,-100,-92,-100,-55,-62,-100,1,3
-100,-100,-93,-100,-85,-100,-57,-59,-94,1,3
-88,-100,-100,-82,-100,-100,-57,-57,-88,1,3
-100,-100,-90,-100,-93,-100,-55,-61,-93,1,3
-100,-100,-100,-100,-100,-100,-45,-68,-89,1,3
-92,-100,-80,-100,-100,-100,-44,-56,-100,1,3
-74,-90,-85,-100,-77,-100,-50,-50,-78,1,3
-100,-100,-80,-76,-73,-80,-50,-51,-84,1,3
-100,-100,-82,-73,-70,-79,-48,-53,-85,1,3
-100,-100,-87,-100,-81,-100,-48,-50,-88,1,3
-100,-100,-75,-70,-78,-100,-57,-57,-80,1,3
-100,-100,-76,-70,-76,-84,-42,-57,-82,1,3
-100,-100,-78,-71,-100,-100,-43,-57,-82,1,3
-100,-100,-82,-78,-100,-85,-52,-67,-86,1,3
-92,-100,-82,-59,-100,-100,-100,-71,-80,1,3
-92,-89,-83,-85,-100,-83,-57,-67,-100,1,3
-92,-100,-82,-65,-100,-82,-56,-100,-82,1,3
-95,-90,-83,-77,-100,-83,-55,-100,-84,1,3
-91,-100,-83,-75,-100,-100,-60,-80,-87,1,3
-100,-100,-84,-58,-100,-100,-57,-79,-100,1,3
-82,-100,-83,-60,-100,-100,-53,-80,-84,1,3
-93,-89,-100,-65,-100,-86,-55,-79,-82,1,3
-100,-100,-84,-100,-100,-100,-62,-79,-100,1,3
-100,-100,-85,-100,-100,-100,-63,-87,-100,1,3
-100,-100,-87,-87,-100,-100,-61,-78,-100,1,3
-100,-100,-85,-100,-94,-100,-64,-77,-100,1,3
-100,-100,-90,-100,-94,-100,-64,-76,-88,1,3
-100,-100,-84,-82,-100,-100,-65,-84,-93,1,3
-100,-100,-88,-91,-93,-100,-63,-74,-94,1,3
-100,-100,-83,-78,-100,-100,-64,-80,-85,1,3
-100,-100,-87,-100,-93,-100,-63,-76,-92,1,3
-100,-100,-86,-100,-100,-100,-67,-77,-89,1,3
-100,-100,-86,-100,-92,-100,-66,-80,-100,1,3
-100,-100,-100,-100,-100,-100,-67,-80,-85,1,3
-100,-100,-100,-100,-94,-100,-100,-80,-92,1,3
-100,-100,-87,-100,-100,-100,-64,-82,-100,1,3
-100,-100,-86,-100,-100,-100,-65,-85,-90,1,3
-100,-100,-100,-100,-100,-100,-67,-80,-100,1,3
-100,-100,-100,-100,-100,-100,-63,-100,-88,1,3
-100,-100,-87,-100,-100,-100,-66,-84,-100,1,3
-93,-100,-86,-100,-100,-100,-100,-78,-92,1,3
-100,-100,-85,-100,-100,-100,-100,-78,-89,1,3
-93,-100,-88,-100,-100,-100,-68,-100,-90,1,3
-100,-100,-83,-79,-100,-100,-67,-81,-100,1,3
-100,-100,-82,-100,-100,-100,-81,-100,-100,1,3
-100,-100,-85,-100,-100,-100,-65,-78,-100,1,3
-100,-100,-100,-100,-100,-100,-65,-100,-100,1,3
-100,-100,-86,-100,-100,-100,-64,-100,-93,1,3
-100,-100,-100,-100,-100,-100,-65,-79,-92,1,3
-100,-100,-84,-100,-100,-100,-67,-100,-100,1,3
-100,-100,-100,-100,-100,-100,-68,-100,-100,1,3
-100,-100,-100,-100,-100,-100,-65,-80,-100,1,3
-100,-100,-100,-100,-100,-100,-65,-100,-100,1,3
-100,-100,-87,-100,-100,-100,-75,-85,-92,1,3
-100,-100,-85,-100,-100,-100,-67,-84,-100,1,3
-100,-100,-100,-78,-100,-100,-71,-84,-100,1,3
-100,-100,-100,-100,-100,-100,-68,-78,-88,1,3
-100,-100,-100,-88,-100,-100,-64,-100,-89,1,3
-100,-100,-86,-80,-100,-100,-65,-100,-90,1,3
-100,-100,-100,-81,-100,-100,-68,-100,-100,1,3
-100,-100,-89,-100,-100,-100,-65,-84,-88,1,3
-100,-100,-84,-100,-100,-100,-63,-86,-89,1,3
-100,-100,-100,-100,-100,-100,-62,-100,-100,1,3
-100,-100,-84,-100,-100,-100,-63,-100,-91,1,3
-100,-100,-87,-84,-100,-100,-63,-100,-88,1,3
-100,-100,-100,-100,-100,-100,-62,-100,-100,1,3
-100,-100,-88,-76,-100,-100,-62,-100,-93,1,3
-100,-100,-100,-100,-100,-100,-62,-84,-100,1,3
-100,-100,-100,-100,-100,-100,-64,-100,-100,1,3
-100,-100,-89,-100,-100,-100,-61,-100,-100,1,3
-100,-100,-84,-100,-100,-100,-100,-100,-92,1,3
-100,-100,-100,-100,-94,-100,-61,-86,-92,1,3
-100,-100,-86,-80,-93,-100,-61,-100,-92,1,3
-95,-100,-100,-84,-100,-100,-63,-86,-92,1,3
-100,-100,-100,-100,-100,-100,-63,-100,-100,1,3
-100,-100,-100,-83,-100,-100,-63,-100,-100,1,3
-100,-100,-86,-100,-100,-100,-65,-100,-100,1,3
-100,-100,-85,-80,-100,-100,-64,-81,-100,1,3
-100,-100,-84,-100,-100,-100,-69,-84,-94,1,3
-100,-100,-84,-81,-100,-100,-65,-84,-93,1,3
-100,-100,-84,-100,-100,-100,-70,-80,-100,1,3
-100,-100,-84,-100,-100,-100,-65,-81,-100,1,3
-100,-100,-100,-100,-100,-100,-65,-83,-100,1,3
-83,-100,-79,-82,-85,-76,-100,-65,-90,1,3
-100,-100,-80,-100,-73,-76,-100,-65,-92,1,3
-80,-100,-79,-73,-73,-78,-52,-65,-91,1,3
-100,-100,-79,-100,-85,-76,-52,-64,-100,1,3
-100,-100,-80,-72,-73,-76,-53,-64,-100,1,3
-100,-100,-79,-70,-73,-88,-52,-65,-100,1,3
-100,-100,-100,-70,-85,-75,-53,-63,-100,1,3
-100,-100,-79,-72,-100,-78,-100,-65,-100,1,3
-100,-100,-78,-81,-74,-71,-52,-100,-93,1,3
-100,-100,-93,-71,-74,-74,-53,-100,-92,1,3
-81,-100,-74,-82,-85,-72,-100,-100,-100,1,3
-100,-100,-78,-100,-74,-79,-52,-100,-91,1,3
-100,-100,-82,-69,-86,-76,-53,-100,-83,1,3
-100,-100,-79,-69,-75,-100,-53,-100,-100,1,3
-100,-100,-78,-71,-87,-79,-53,-100,-90,1,3
-100,-100,-79,-100,-73,-100,-59,-100,-100,1,3
-100,-100,-77,-70,-74,-80,-53,-100,-100,1,3
-100,-100,-77,-70,-100,-76,-52,-68,-89,1,3
-100,-100,-79,-74,-85,-74,-100,-68,-85,1,3
-100,-100,-78,-74,-86,-76,-52,-79,-88,1,3
-100,-100,-77,-73,-86,-79,-53,-100,-89,1,3
-100,-100,-78,-67,-73,-100,-57,-66,-84,1,3
-100,-100,-78,-71,-85,-100,-52,-67,-89,1,3
-100,-100,-79,-70,-74,-80,-52,-66,-88,1,3
-100,-100,-84,-69,-75,-70,-62,-62,-100,1,3
-100,-100,-78,-84,-76,-76,-55,-80,-92,1,3
-100,-100,-81,-74,-90,-100,-65,-57,-69,1,3
-100,-100,-100,-71,-100,-100,-54,-67,-91,1,3
-100,-100,-100,-82,-100,-100,-52,-82,-100,1,3
-100,-100,-94,-70,-100,-100,-52,-80,-100,1,3
-100,-100,-94,-84,-100,-100,-52,-68,-100,1,3
-100,-100,-100,-69,-100,-100,-56,-100,-100,1,3
-100,-100,-92,-80,-100,-100,-53,-67,-91,1,3
-100,-100,-90,-100,-100,-100,-100,-82,-100,1,3
-100,-100,-90,-69,-100,-100,-100,-67,-90,1,3
-100,-100,-100,-100,-90,-100,-100,-83,-100,1,3
-100,-100,-91,-100,-100,-100,-52,-81,-88,1,3
-100,-100,-100,-87,-100,-100,-52,-72,-90,1,3
-100,-100,-100,-69,-100,-100,-52,-71,-89,1,3
-100,-100,-92,-79,-100,-100,-52,-82,-100,1,3
-100,-100,-94,-73,-100,-100,-52,-81,-92,1,3
-100,-100,-92,-68,-100,-100,-52,-80,-91,1,3
-100,-100,-93,-69,-100,-100,-52,-81,-90,1,3
-100,-100,-95,-78,-100,-100,-52,-82,-100,1,3
-100,-100,-100,-81,-100,-100,-52,-69,-90,1,3
-100,-100,-92,-81,-100,-100,-52,-68,-100,1,3
-100,-100,-91,-71,-100,-100,-56,-68,-100,1,3
-100,-100,-92,-80,-100,-100,-52,-80,-87,1,3
-100,-100,-96,-70,-87,-100,-100,-67,-87,1,3
-100,-100,-100,-70,-100,-100,-100,-79,-100,1,3
-100,-100,-100,-79,-100,-100,-52,-69,-100,1,3
-100,-100,-100,-79,-100,-100,-52,-67,-89,1,3
-100,-100,-100,-79,-100,-100,-53,-80,-89,1,3
-100,-100,-100,-79,-100,-100,-56,-67,-89,1,3
-100,-100,-100,-69,-100,-100,-52,-80,-100,1,3
-100,-100,-93,-69,-100,-100,-52,-80,-90,1,3
-100,-100,-90,-86,-100,-100,-52,-66,-90,1,3
-100,-100,-93,-79,-100,-100,-54,-79,-88,1,3
-100,-100,-93,-69,-100,-100,-52,-65,-92,1,3
-100,-100,-100,-68,-100,-100,-56,-79,-91,1,3
-100,-100,-92,-79,-84,-100,-52,-80,-100,1,3
-100,-100,-90,-81,-100,-100,-54,-66,-94,1,3
-100,-100,-93,-87,-100,-100,-53,-67,-90,1,3
-100,-100,-100,-100,-100,-100,-56,-79,-90,1,3
-100,-100,-91,-75,-91,-100,-52,-67,-92,1,3
-100,-100,-92,-70,-100,-100,-52,-79,-89,1,3
-100,-100,-95,-69,-100,-100,-52,-100,-87,1,3
-100,-100,-92,-79,-100,-100,-52,-67,-91,1,3
-100,-100,-100,-100,-91,-100,-53,-100,-91,1,3
-100,-100,-100,-72,-100,-100,-54,-67,-87,1,3
-100,-100,-100,-69,-100,-100,-63,-80,-100,1,3
-100,-100,-100,-100,-100,-100,-52,-80,-89,1,3
-100,-100,-93,-70,-100,-100,-56,-79,-90,1,3
-100,-100,-95,-80,-88,-100,-54,-69,-88,1,3
-100,-100,-94,-100,-100,-100,-52,-80,-90,1,3
-100,-100,-94,-70,-100,-100,-52,-67,-100,1,3
-100,-100,-92,-70,-88,-100,-52,-67,-89,1,3
-100,-100,-93,-100,-100,-100,-52,-67,-100,1,3
-100,-100,-100,-100,-100,-100,-56,-66,-91,1,3
-100,-100,-91,-88,-100,-100,-56,-66,-100,1,3
-100,-100,-90,-69,-100,-100,-52,-67,-88,1,3
-100,-100,-92,-69,-100,-100,-100,-66,-100,1,3
-100,-100,-91,-100,-100,-100,-52,-67,-90,1,3
-100,-100,-100,-75,-100,-100,-54,-67,-86,1,3
-100,-100,-91,-100,-100,-100,-52,-67,-88,1,3
-100,-100,-87,-100,-100,-100,-53,-66,-87,1,3
-100,-100,-90,-69,-100,-100,-52,-65,-100,1,3
-100,-100,-100,-70,-100,-100,-52,-65,-100,1,3
-100,-100,-100,-70,-100,-100,-56,-68,-100,1,3
-100,-100,-89,-100,-100,-100,-53,-65,-88,1,3
-100,-100,-100,-100,-100,-100,-55,-65,-100,1,3
-100,-100,-89,-70,-100,-100,-52,-66,-100,1,3
-100,-100,-100,-84,-89,-100,-52,-65,-100,1,3
-100,-100,-89,-69,-90,-100,-56,-66,-100,1,3
-100,-100,-100,-70,-100,-100,-100,-67,-100,1,3
-100,-100,-67,-72,-100,-100,-43,-52,-75,1,3
-100,-100,-68,-64,-100,-100,-43,-100,-76,1,3
-100,-100,-67,-64,-100,-100,-43,-100,-75,1,3
-100,-100,-68,-76,-100,-100,-43,-68,-76,1,3
-100,-100,-67,-61,-84,-100,-43,-62,-89,1,3
-100,-100,-68,-100,-91,-100,-42,-56,-75,1,3
-100,-100,-68,-62,-100,-100,-42,-60,-77,1,3
-100,-92,-67,-61,-100,-100,-46,-55,-77,1,3
-100,-100,-68,-65,-100,-100,-42,-58,-75,1,3
-100,-100,-68,-61,-79,-100,-42,-75,-76,1,3
-100,-100,-69,-72,-90,-100,-42,-57,-75,1,3
-100,-100,-71,-63,-78,-100,-42,-56,-76,1,3
-100,-100,-69,-63,-90,-100,-42,-55,-80,1,3
-100,-100,-68,-63,-100,-100,-46,-65,-76,1,3
-100,-100,-67,-67,-78,-100,-46,-55,-78,1,3
-100,-100,-72,-64,-79,-100,-43,-66,-75,1,3
-100,-100,-67,-63,-79,-100,-42,-55,-78,1,3
-100,-100,-68,-61,-100,-100,-43,-55,-75,1,3
-100,-100,-66,-80,-80,-100,-42,-55,-79,1,3
-100,-100,-67,-66,-100,-100,-46,-54,-74,1,3
-100,-100,-66,-65,-91,-100,-100,-65,-76,1,3
-100,-100,-67,-69,-80,-100,-42,-54,-78,1,3
-100,-100,-67,-66,-100,-100,-42,-54,-76,1,3
-100,-100,-69,-65,-100,-100,-42,-55,-76,1,3
-100,-100,-67,-67,-78,-100,-43,-56,-75,1,3
-100,-100,-70,-64,-80,-100,-43,-53,-76,1,3
-100,-100,-69,-69,-81,-100,-43,-57,-80,1,3
-100,-100,-67,-68,-90,-100,-42,-100,-76,1,3
-100,-100,-69,-66,-100,-100,-42,-57,-81,1,3
-100,-100,-67,-74,-81,-100,-42,-62,-78,1,3
-100,-100,-67,-72,-100,-100,-43,-57,-76,1,3
-100,-100,-76,-100,-92,-100,-56,-73,-87,1,3
-100,-100,-76,-75,-83,-90,-100,-100,-78,1,3
-100,-100,-75,-100,-90,-100,-58,-71,-82,1,3
-100,-100,-75,-78,-100,-100,-58,-70,-100,1,3
-100,-100,-75,-77,-100,-100,-58,-65,-85,1,3
-100,-100,-75,-100,-100,-100,-59,-74,-100,1,3
-100,-100,-76,-88,-100,-100,-56,-73,-84,1,3
-100,-100,-79,-88,-91,-100,-100,-64,-80,1,3
-100,-100,-75,-81,-91,-100,-57,-65,-93,1,3
-100,-100,-75,-79,-92,-100,-56,-100,-100,1,3
-100,-100,-75,-100,-100,-100,-100,-65,-100,1,3
-100,-100,-76,-100,-89,-100,-58,-65,-87,1,3
-100,-100,-100,-66,-100,-100,-56,-66,-100,1,3
-100,-100,-100,-77,-100,-100,-55,-76,-100,1,3
-100,-100,-84,-68,-100,-100,-56,-78,-100,1,3
-100,-100,-100,-72,-100,-100,-56,-67,-100,1,3
-100,-100,-100,-70,-100,-100,-56,-66,-100,1,3
-100,-100,-100,-100,-100,-100,-56,-69,-100,1,3
-100,-100,-100,-69,-100,-100,-58,-67,-100,1,3
-100,-100,-84,-69,-100,-100,-56,-70,-100,1,3
-100,-100,-83,-81,-100,-100,-54,-66,-88,1,3
-100,-100,-85,-95,-100,-100,-55,-66,-87,1,3
-100,-100,-85,-74,-100,-100,-54,-78,-88,1,3
-100,-100,-93,-81,-100,-100,-54,-80,-84,1,3
-100,-100,-100,-68,-100,-100,-55,-68,-86,1,3
-100,-100,-100,-73,-100,-100,-55,-64,-100,1,3
-100,-100,-100,-80,-100,-100,-57,-67,-83,1,3
-100,-100,-100,-72,-100,-100,-69,-100,-84,1,3
-100,-100,-94,-69,-100,-100,-54,-67,-84,1,3
-100,-100,-100,-69,-100,-100,-55,-64,-100,1,3
-100,-100,-100,-72,-100,-100,-57,-67,-83,1,3
-100,-100,-93,-73,-100,-100,-59,-88,-88,1,3
-100,-100,-92,-77,-100,-100,-56,-68,-87,1,3
-100,-100,-88,-73,-92,-100,-57,-65,-92,1,3
-100,-100,-90,-72,-100,-100,-57,-66,-100,1,3
-100,-100,-88,-73,-100,-100,-57,-77,-89,1,3
-100,-100,-88,-72,-100,-100,-57,-66,-89,1,3
-100,-100,-88,-73,-100,-100,-57,-65,-91,1,3
-100,-100,-88,-72,-100,-100,-57,-66,-89,1,3
-100,-100,-88,-73,-100,-100,-57,-66,-89,1,3
-100,-100,-88,-73,-100,-100,-56,-66,-87,1,3
-100,-100,-100,-72,-92,-100,-57,-66,-87,1,3
-100,-100,-88,-70,-100,-100,-57,-66,-89,1,3
-100,-100,-100,-89,-100,-100,-59,-78,-88,1,3
-100,-100,-100,-82,-100,-100,-56,-64,-90,1,3
-100,-100,-88,-74,-100,-100,-59,-67,-86,1,3
-100,-100,-88,-70,-100,-100,-60,-66,-89,1,3
-100,-100,-87,-100,-100,-100,-57,-66,-87,1,3
-100,-100,-87,-89,-100,-100,-57,-66,-100,1,3
-100,-100,-89,-100,-100,-100,-57,-66,-88,1,3
-100,-100,-89,-79,-100,-100,-59,-66,-88,1,3
-100,-100,-89,-80,-100,-100,-56,-67,-89,1,3
-100,-100,-89,-80,-100,-100,-57,-66,-89,1,3
-100,-100,-89,-83,-100,-100,-56,-66,-100,1,3
-100,-100,-89,-71,-100,-100,-69,-64,-100,1,3
-100,-100,-92,-72,-79,-91,-62,-81,-91,1,3
-100,-100,-86,-100,-100,-100,-67,-71,-92,1,3
-100,-100,-100,-100,-100,-100,-66,-100,-92,1,3
-100,-100,-84,-100,-100,-100,-71,-100,-100,1,3
-100,-100,-80,-81,-100,-87,-45,-64,-70,1,3
-100,-100,-76,-73,-86,-100,-42,-66,-74,1,3
-100,-100,-74,-72,-74,-85,-54,-58,-72,1,3
-100,-100,-80,-85,-100,-100,-43,-66,-78,1,3
-100,-100,-67,-76,-100,-100,-45,-55,-74,1,3
-100,-100,-69,-65,-100,-91,-45,-61,-74,1,3
-100,-100,-67,-69,-89,-100,-45,-57,-79,1,3
-100,-100,-66,-100,-90,-100,-47,-59,-74,1,3
-100,-88,-66,-65,-81,-100,-47,-70,-73,1,3
-100,-100,-64,-65,-100,-100,-45,-58,-76,1,3
-100,-100,-64,-65,-90,-100,-47,-58,-74,1,3
-100,-100,-67,-65,-91,-100,-49,-57,-74,1,3
-100,-89,-66,-75,-90,-100,-45,-61,-73,1,3
-100,-100,-69,-65,-81,-100,-45,-59,-74,1,3
-100,-86,-67,-65,-100,-100,-45,-58,-74,1,3
-100,-100,-67,-65,-81,-100,-49,-58,-74,1,3
-100,-90,-65,-69,-83,-93,-49,-58,-82,1,3
-100,-95,-65,-67,-91,-100,-47,-58,-83,1,3
-100,-100,-88,-84,-100,-100,-48,-55,-100,1,3
-100,-100,-100,-73,-100,-100,-53,-79,-72,1,3
-100,-100,-92,-74,-100,-85,-55,-60,-86,1,3
-100,-100,-88,-65,-78,-83,-56,-58,-86,1,3
-100,-100,-87,-66,-100,-84,-54,-57,-86,1,3
-100,-100,-87,-66,-80,-100,-54,-58,-100,1,3
-100,-100,-88,-67,-100,-100,-54,-61,-85,1,3
-100,-100,-100,-67,-100,-100,-54,-60,-87,1,3
-100,-100,-100,-80,-91,-100,-54,-62,-100,1,3
-79,-100,-87,-77,-92,-84,-65,-62,-86,1,3
-100,-100,-88,-69,-91,-83,-100,-62,-85,1,3
-100,-100,-100,-70,-81,-100,-54,-66,-86,1,3
-100,-93,-88,-78,-90,-100,-55,-72,-84,1,3
-81,-100,-87,-66,-82,-100,-54,-74,-86,1,3
-100,-100,-87,-66,-91,-83,-55,-62,-87,1,3
-100,-100,-87,-67,-82,-93,-54,-65,-86,1,3
-80,-100,-100,-66,-82,-93,-70,-100,-87,1,3
-100,-100,-87,-69,-100,-83,-54,-74,-87,1,3
-100,-100,-100,-77,-100,-100,-54,-60,-100,1,3
-100,-100,-88,-78,-80,-80,-54,-57,-100,1,3
-100,-100,-88,-79,-92,-100,-65,-62,-87,1,3
-100,-100,-100,-68,-100,-100,-54,-62,-100,1,3
-100,-95,-100,-80,-92,-80,-54,-62,-100,1,3
-83,-100,-88,-70,-90,-94,-54,-75,-87,1,3
-100,-100,-100,-79,-91,-100,-55,-62,-87,1,3
-100,-100,-100,-100,-100,-100,-54,-62,-100,1,3
-100,-100,-88,-68,-81,-100,-56,-62,-88,1,3
-100,-100,-100,-67,-100,-94,-54,-62,-100,1,3
-100,-100,-100,-65,-90,-100,-54,-61,-100,1,3
-100,-100,-87,-66,-82,-100,-56,-62,-85,1,3
-100,-93,-87,-66,-82,-100,-58,-62,-85,1,3
-83,-95,-88,-66,-100,-100,-54,-62,-86,1,3
-100,-100,-100,-66,-100,-100,-58,-74,-100,1,3
-100,-95,-88,-80,-92,-100,-65,-58,-86,1,3
-83,-96,-87,-67,-91,-83,-65,-62,-87,1,3
-100,-100,-88,-78,-82,-83,-66,-62,-86,1,3
-100,-92,-87,-77,-91,-82,-54,-62,-85,1,3
-100,-100,-87,-65,-91,-100,-56,-62,-87,1,3
-100,-100,-89,-66,-100,-100,-54,-62,-86,1,3
-100,-100,-100,-78,-100,-100,-55,-61,-100,1,3
-100,-100,-100,-66,-100,-100,-54,-74,-100,1,3
-100,-100,-87,-69,-82,-100,-54,-65,-86,1,3
-100,-100,-87,-69,-100,-100,-54,-74,-88,1,3
-100,-100,-86,-66,-100,-100,-58,-62,-86,1,3
-100,-100,-100,-77,-92,-100,-54,-62,-86,1,3
-100,-100,-87,-69,-82,-100,-54,-74,-87,1,3
-100,-100,-87,-100,-83,-100,-57,-59,-77,1,3
-100,-100,-80,-74,-84,-100,-54,-100,-84,1,3
-100,-100,-82,-100,-100,-100,-51,-64,-83,1,3
-100,-100,-77,-79,-78,-100,-54,-69,-100,1,3
-100,-100,-77,-79,-100,-100,-50,-64,-86,1,3
-100,-100,-82,-100,-100,-100,-51,-65,-100,1,3
-100,-100,-82,-75,-88,-100,-100,-65,-81,1,3
-100,-100,-79,-100,-80,-100,-56,-66,-85,1,3
-100,-100,-100,-100,-79,-100,-54,-68,-93,1,3
-100,-100,-100,-100,-100,-100,-100,-65,-100,1,3
-100,-100,-100,-90,-100,-100,-55,-66,-82,1,3
