24:d3:f2:a7:b3:cd,b4:74:9f:ba:83:34,b0:89:00:74:7c:84,9c:d6:43:cb:23:c0,30:99:35:90:32:9f,44:fb:5a:d2:d0:61,d8:0d:17:db:be:92,10:10:81:ad:c4:92,f4:e3:fb:90:3a:a8,indoor,roomNum
-100,-75,-79,-35,-67,-76,-100,-100,-94,1,2
-100,-76,-80,-34,-67,-76,-100,-80,-94,1,2
-100,-71,-81,-31,-68,-77,-100,-81,-93,1,2
-82,-65,-84,-31,-100,-71,-100,-100,-100,1,2
-79,-68,-100,-38,-67,-68,-100,-100,-86,1,2
-78,-69,-87,-38,-65,-68,-89,-100,-88,1,2
-79,-66,-89,-38,-64,-69,-100,-87,-87,1,2
-79,-68,-87,-38,-65,-69,-87,-100,-87,1,2
-100,-71,-100,-37,-64,-69,-100,-85,-88,1,2
-79,-71,-88,-38,-64,-69,-85,-100,-88,1,2
-79,-68,-87,-38,-64,-68,-100,-100,-100,1,2
-79,-67,-88,-38,-66,-68,-88,-100,-88,1,2
-80,-79,-87,-38,-65,-69,-87,-100,-100,1,2
-79,-67,-87,-38,-64,-69,-87,-100,-100,1,2
-79,-68,-100,-38,-65,-69,-100,-100,-88,1,2
-79,-67,-89,-38,-100,-69,-100,-100,-100,1,2
-79,-67,-88,-38,-64,-69,-86,-100,-87,1,2
-79,-71,-87,-38,-100,-69,-87,-87,-85,1,2
-78,-68,-89,-38,-65,-69,-87,-87,-89,1,2
-82,-68,-88,-33,-74,-70,-100,-100,-85,1,2
-100,-72,-86,-33,-71,-70,-92,-85,-85,1,2
-93,-67,-89,-33,-72,-70,-92,-84,-84,1,2
-85,-66,-83,-32,-69,-76,-100,-82,-85,1,2
-100,-67,-86,-33,-73,-71,-92,-100,-85,1,2
-100,-76,-76,-33,-67,-75,-88,-100,-84,1,2
-100,-74,-81,-33,-78,-74,-89,-100,-85,1,2
-100,-69,-76,-33,-66,-75,-89,-100,-84,1,2
-100,-68,-76,-33,-67,-75,-89,-100,-84,1,2
-100,-68,-76,-33,-100,-75,-88,-100,-84,1,2
-100,-68,-76,-33,-100,-73,-87,-100,-84,1,2
-100,-68,-76,-33,-67,-75,-89,-100,-83,1,2
-100,-68,-74,-33,-67,-75,-100,-100,-84,1,2
-100,-69,-76,-33,-67,-74,-88,-83,-84,1,2
-100,-68,-76,-33,-68,-74,-100,-87,-84,1,2
-100,-76,-76,-33,-67,-73,-100,-88,-86,1,2
-100,-75,-76,-33,-67,-75,-88,-100,-84,1,2
-100,-72,-76,-33,-68,-77,-89,-100,-83,1,2
-100,-68,-75,-33,-68,-76,-89,-85,-84,1,2
-100,-69,-76,-33,-68,-75,-88,-100,-85,1,2
-80,-66,-78,-51,-60,-71,-85,-100,-80,1,2
-80,-79,-83,-44,-57,-77,-89,-75,-86,1,2
-90,-74,-76,-40,-73,-71,-91,-100,-90,1,2
-73,-61,-79,-43,-53,-65,-87,-88,-90,1,2
-100,-68,-71,-36,-66,-100,-100,-82,-81,1,2
-82,-67,-70,-36,-66,-70,-100,-100,-81,1,2
-84,-62,-70,-36,-67,-100,-100,-100,-81,1,2
-100,-63,-71,-36,-64,-70,-100,-78,-81,1,2
-100,-64,-70,-36,-68,-70,-100,-100,-81,1,2
-84,-63,-71,-36,-65,-71,-100,-81,-81,1,2
-83,-63,-71,-36,-66,-71,-100,-79,-81,1,2
-100,-63,-71,-36,-67,-71,-100,-100,-82,1,2
-100,-68,-71,-36,-100,-71,-100,-82,-81,1,2
-100,-63,-71,-36,-66,-70,-100,-79,-81,1,2
-100,-68,-71,-36,-66,-70,-100,-84,-81,1,2
-100,-100,-96,-44,-67,-73,-92,-100,-100,1,2
-100,-65,-82,-41,-80,-73,-91,-87,-76,1,2
-85,-73,-87,-43,-100,-71,-90,-100,-94,1,2
-85,-68,-80,-35,-70,-80,-92,-100,-77,1,2
-100,-65,-80,-35,-71,-80,-92,-100,-79,1,2
-100,-69,-81,-35,-69,-80,-91,-100,-79,1,2
-100,-69,-79,-47,-65,-73,-100,-87,-83,1,2
-100,-68,-81,-44,-68,-72,-100,-100,-84,1,2
-81,-100,-81,-37,-68,-71,-89,-69,-95,1,2
-100,-66,-76,-37,-100,-71,-92,-87,-81,1,2
-100,-100,-85,-45,-68,-74,-95,-100,-84,1,2
-77,-69,-83,-36,-60,-70,-81,-80,-78,1,2
-79,-73,-89,-44,-54,-72,-100,-100,-88,1,2
-100,-100,-85,-43,-100,-74,-100,-100,-86,1,2
-100,-78,-82,-42,-66,-74,-84,-100,-80,1,2
-76,-71,-87,-58,-56,-65,-94,-79,-89,1,2
-85,-71,-86,-42,-64,-67,-90,-81,-83,1,2
-84,-62,-81,-42,-61,-72,-90,-100,-84,1,2
-100,-70,-85,-40,-60,-66,-85,-78,-84,1,2
-82,-67,-74,-47,-47,-68,-100,-75,-88,1,2
-100,-64,-74,-47,-49,-66,-100,-100,-85,1,2
-85,-76,-95,-44,-66,-69,-89,-100,-91,1,2
-81,-69,-89,-42,-58,-73,-83,-74,-87,1,2
-82,-66,-81,-40,-64,-79,-100,-89,-90,1,2
-82,-69,-79,-40,-60,-74,-82,-100,-85,1,2
-100,-70,-77,-40,-65,-69,-100,-93,-82,1,2
-100,-60,-80,-37,-64,-75,-93,-100,-83,1,2
-100,-57,-85,-37,-62,-69,-91,-84,-78,1,2
-100,-57,-84,-37,-62,-70,-93,-100,-79,1,2
-100,-57,-84,-37,-63,-69,-93,-100,-79,1,2
-100,-56,-83,-37,-62,-76,-100,-100,-79,1,2
-100,-56,-89,-37,-63,-76,-92,-100,-78,1,2
-100,-57,-85,-38,-72,-72,-92,-100,-81,1,2
-100,-56,-85,-37,-62,-75,-100,-100,-87,1,2
